date,investor,sell,buy,net
2025-05-21,금융투자,392400,593455,201055
2025-05-21,보험,72540,63738,-8802
2025-05-21,투신,167054,44213,-122841
2025-05-21,사모,119139,54763,-64376
2025-05-21,은행,498,2107,1609
2025-05-21,기타금융,15678,3219,-12459
2025-05-21,연기금 등,2474717,2143573,-331144
2025-05-21,기관합계,3242026,2905068,-336958
2025-05-21,기타법인,25950,60253,34303
2025-05-21,개인,1066150,2213615,1147465
2025-05-21,외국인,3459111,2608898,-850213
2025-05-21,기타외국인,944,6347,5403
2025-05-21,전체,7794181,7794181,0
2025-05-22,금융투자,2250981,987583,-1263398
2025-05-22,보험,151344,55425,-95919
2025-05-22,투신,401374,166925,-234449
2025-05-22,사모,339427,18477,-320950
2025-05-22,은행,2856,37309,34453
2025-05-22,기타금융,11767,2020,-9747
2025-05-22,연기금 등,4687032,4504927,-182105
2025-05-22,기관합계,7844781,5772666,-2072115
2025-05-22,기타법인,50372,315410,265038
2025-05-22,개인,969397,5939050,4969653
2025-05-22,외국인,6388903,3198984,-3189919
2025-05-22,기타외국인,825,28168,27343
2025-05-22,전체,15254278,15254278,0
2025-05-23,금융투자,1132996,249757,-883239
2025-05-23,보험,40938,31362,-9576
2025-05-23,투신,97533,161071,63538
2025-05-23,사모,51797,78560,26763
2025-05-23,은행,11136,18,-11118
2025-05-23,기타금융,1916,11724,9808
2025-05-23,연기금 등,3463198,3288859,-174339
2025-05-23,기관합계,4799514,3821351,-978163
2025-05-23,기타법인,50499,224502,174003
2025-05-23,개인,1011444,4435159,3423715
2025-05-23,외국인,5383113,2748991,-2634122
2025-05-23,기타외국인,2545,17112,14567
2025-05-23,전체,11247115,11247115,0
2025-05-26,금융투자,686649,1915203,1228554
2025-05-26,보험,121186,39935,-81251
2025-05-26,투신,261306,303908,42602
2025-05-26,사모,61778,84276,22498
2025-05-26,은행,28324,173,-28151
2025-05-26,기타금융,1252,14,-1238
2025-05-26,연기금 등,4242019,4121151,-120868
2025-05-26,기관합계,5402514,6464660,1062146
2025-05-26,기타법인,100644,243935,143291
2025-05-26,개인,1557128,2432021,874893
2025-05-26,외국인,3838606,1747237,-2091369
2025-05-26,기타외국인,2445,13484,11039
2025-05-26,전체,10901337,10901337,0
2025-05-27,금융투자,451080,1294893,843813
2025-05-27,보험,100042,25420,-74622
2025-05-27,투신,209291,64537,-144754
2025-05-27,사모,192553,33745,-158808
2025-05-27,은행,53484,156,-53328
2025-05-27,기타금융,4562,4395,-167
2025-05-27,연기금 등,4012265,4022218,9953
2025-05-27,기관합계,5023277,5445364,422087
2025-05-27,기타법인,11842,347205,335363
2025-05-27,개인,970264,5209685,4239421
2025-05-27,외국인,7430114,2424377,-5005737
2025-05-27,기타외국인,4023,12889,8866
2025-05-27,전체,13439520,13439520,0
2025-05-28,금융투자,425743,3392821,2967078
2025-05-28,보험,57915,265885,207970
2025-05-28,투신,228208,297696,69488
2025-05-28,사모,114834,301924,187090
2025-05-28,은행,50190,90862,40672
2025-05-28,기타금융,91828,9410,-82418
2025-05-28,연기금 등,4717447,4813304,95857
2025-05-28,기관합계,5686165,9171902,3485737
2025-05-28,기타법인,788531,21502,-767029
2025-05-28,개인,7055521,2208703,-4846818
2025-05-28,외국인,3964611,6102414,2137803
2025-05-28,기타외국인,21455,11762,-9693
2025-05-28,전체,17516283,17516283,0
2025-05-29,금융투자,647451,2041017,1393566
2025-05-29,보험,61313,68269,6956
2025-05-29,투신,349127,117131,-231996
2025-05-29,사모,162406,197098,34692
2025-05-29,은행,213,23548,23335
2025-05-29,기타금융,21235,9,-21226
2025-05-29,연기금 등,3109104,2996363,-112741
2025-05-29,기관합계,4350849,5443435,1092586
2025-05-29,기타법인,59435,164026,104591
2025-05-29,개인,3138732,2088828,-1049904
2025-05-29,외국인,5374040,5238527,-135513
2025-05-29,기타외국인,13754,1994,-11760
2025-05-29,전체,12936810,12936810,0
2025-05-30,금융투자,596515,1399641,803126
2025-05-30,보험,218735,107258,-111477
2025-05-30,투신,364277,839905,475628
2025-05-30,사모,130721,333816,203095
2025-05-30,은행,26902,21943,-4959
2025-05-30,기타금융,1906,14933,13027
2025-05-30,연기금 등,3648468,4253033,604565
2025-05-30,기관합계,4987524,6970529,1983005
2025-05-30,기타법인,97428,96474,-954
2025-05-30,개인,5123434,3285237,-1838197
2025-05-30,외국인,15992578,15860927,-131651
2025-05-30,기타외국인,18719,6516,-12203
2025-05-30,전체,26219683,26219683,0
2025-06-02,금융투자,1715141,848119,-867022
2025-06-02,보험,46931,96439,49508
2025-06-02,투신,157075,246769,89694
2025-06-02,사모,41194,65733,24539
2025-06-02,은행,1759,41435,39676
2025-06-02,기타금융,11107,11362,255
2025-06-02,연기금 등,3657510,3719870,62360
2025-06-02,기관합계,5630717,5029727,-600990
2025-06-02,기타법인,85641,61084,-24557
2025-06-02,개인,2350904,2113843,-237061
2025-06-02,외국인,4780666,5663445,882779
2025-06-02,기타외국인,22587,2416,-20171
2025-06-02,전체,12870515,12870515,0
2025-06-04,금융투자,1512167,1413084,-99083
2025-06-04,보험,122679,106633,-16046
2025-06-04,투신,123550,663361,539811
2025-06-04,사모,100148,710422,610274
2025-06-04,은행,14143,31136,16993
2025-06-04,기타금융,16837,11408,-5429
2025-06-04,연기금 등,4295504,4416274,120770
2025-06-04,기관합계,6185028,7352318,1167290
2025-06-04,기타법인,212530,29697,-182833
2025-06-04,개인,5649999,2598782,-3051217
2025-06-04,외국인,7580532,9664849,2084317
2025-06-04,기타외국인,21894,4337,-17557
2025-06-04,전체,19649983,19649983,0
2025-06-05,금융투자,1634364,3319514,1685150
2025-06-05,보험,346437,196950,-149487
2025-06-05,투신,397838,680967,283129
2025-06-05,사모,140432,384241,243809
2025-06-05,은행,41511,22779,-18732
2025-06-05,기타금융,111242,13524,-97718
2025-06-05,연기금 등,5404182,5777835,373653
2025-06-05,기관합계,8076006,10395810,2319804
2025-06-05,기타법인,163910,82566,-81344
2025-06-05,개인,11197406,4192641,-7004765
2025-06-05,외국인,3808427,8588232,4779805
2025-06-05,기타외국인,20278,6778,-13500
2025-06-05,전체,23266027,23266027,0
2025-06-09,금융투자,2571750,586913,-1984837
2025-06-09,보험,256255,68473,-187782
2025-06-09,투신,330650,585810,255160
2025-06-09,사모,204004,115581,-88423
2025-06-09,은행,13406,513,-12893
2025-06-09,기타금융,24440,14,-24426
2025-06-09,연기금 등,5670426,5552584,-117842
2025-06-09,기관합계,9070931,6909888,-2161043
2025-06-09,기타법인,425566,91773,-333793
2025-06-09,개인,6446619,3801760,-2644859
2025-06-09,외국인,3652298,8794448,5142150
2025-06-09,기타외국인,14245,11790,-2455
2025-06-09,전체,19609659,19609659,0
2025-06-10,금융투자,1233389,1842637,609248
2025-06-10,보험,362720,46435,-316285
2025-06-10,투신,325751,255048,-70703
2025-06-10,사모,248943,52632,-196311
2025-06-10,은행,68892,73,-68819
2025-06-10,기타금융,34540,11,-34529
2025-06-10,연기금 등,4657198,4439810,-217388
2025-06-10,기관합계,6931433,6636646,-294787
2025-06-10,기타법인,88143,97592,9449
2025-06-10,개인,2964549,4172240,1207691
2025-06-10,외국인,5311001,4391367,-919634
2025-06-10,기타외국인,10634,7915,-2719
2025-06-10,전체,15305760,15305760,0
2025-06-11,금융투자,453816,1579290,1125474
2025-06-11,보험,108795,42253,-66542
2025-06-11,투신,394329,26731,-367598
2025-06-11,사모,160400,27196,-133204
2025-06-11,은행,46374,8,-46366
2025-06-11,기타금융,29123,9,-29114
2025-06-11,연기금 등,4324487,4249068,-75419
2025-06-11,기관합계,5517324,5924555,407231
2025-06-11,기타법인,219808,55747,-164061
2025-06-11,개인,4977477,2503143,-2474334
2025-06-11,외국인,2885201,5123623,2238422
2025-06-11,기타외국인,10924,3666,-7258
2025-06-11,전체,13610734,13610734,0
2025-06-12,금융투자,3165160,2867979,-297181
2025-06-12,보험,347950,72744,-275206
2025-06-12,투신,688228,245421,-442807
2025-06-12,사모,379108,94944,-284164
2025-06-12,은행,24386,866,-23520
2025-06-12,기타금융,7006,22014,15008
2025-06-12,연기금 등,5154209,5292608,138399
2025-06-12,기관합계,9766047,8596576,-1169471
2025-06-12,기타법인,91508,26581,-64927
2025-06-12,개인,2324248,3231776,907528
2025-06-12,외국인,5564715,5892375,327660
2025-06-12,기타외국인,8597,7807,-790
2025-06-12,전체,17755115,17755115,0
2025-06-13,금융투자,2982556,763546,-2219010
2025-06-13,보험,175592,45755,-129837
2025-06-13,투신,868766,1278290,409524
2025-06-13,사모,634679,94390,-540289
2025-06-13,은행,8359,23565,15206
2025-06-13,기타금융,36581,11801,-24780
2025-06-13,연기금 등,6999332,5866687,-1132645
2025-06-13,기관합계,11705865,8084034,-3621831
2025-06-13,기타법인,131725,97867,-33858
2025-06-13,개인,4209786,7860536,3650750
2025-06-13,외국인,4637430,4637917,487
2025-06-13,기타외국인,21173,25625,4452
2025-06-13,전체,20705979,20705979,0
2025-06-16,금융투자,741851,2740270,1998419
2025-06-16,보험,188223,13469,-174754
2025-06-16,투신,719639,182013,-537626
2025-06-16,사모,364714,153978,-210736
2025-06-16,은행,1518,235,-1283
2025-06-16,기타금융,10027,18916,8889
2025-06-16,연기금 등,5776184,5410074,-366110
2025-06-16,기관합계,7802156,8518955,716799
2025-06-16,기타법인,38088,93856,55768
2025-06-16,개인,2463606,8627236,6163630
2025-06-16,외국인,11892417,4943291,-6949126
2025-06-16,기타외국인,4605,17534,12929
2025-06-16,전체,22200872,22200872,0
2025-06-17,금융투자,794390,2021199,1226809
2025-06-17,보험,199384,61240,-138144
2025-06-17,투신,463965,420839,-43126
2025-06-17,사모,81406,390245,308839
2025-06-17,은행,30621,6623,-23998
2025-06-17,기타금융,42281,18535,-23746
2025-06-17,연기금 등,7301765,6988734,-313031
2025-06-17,기관합계,8913812,9907415,993603
2025-06-17,기타법인,185892,215407,29515
2025-06-17,개인,10308784,7497134,-2811650
2025-06-17,외국인,9205682,11003440,1797758
2025-06-17,기타외국인,22833,13607,-9226
2025-06-17,전체,28637003,28637003,0
2025-06-18,금융투자,761005,953885,192880
2025-06-18,보험,182161,157783,-24378
2025-06-18,투신,204237,386196,181959
2025-06-18,사모,70508,485319,414811
2025-06-18,은행,4671,20054,15383
2025-06-18,기타금융,14,9513,9499
2025-06-18,연기금 등,5106151,5053664,-52487
2025-06-18,기관합계,6328747,7066414,737667
2025-06-18,기타법인,79286,27666,-51620
2025-06-18,개인,7539108,3015083,-4524025
2025-06-18,외국인,3657988,7501001,3843013
2025-06-18,기타외국인,15576,10541,-5035
2025-06-18,전체,17620705,17620705,0
2025-06-19,금융투자,1722610,988317,-734293
2025-06-19,보험,257239,131482,-125757
2025-06-19,투신,149467,159779,10312
2025-06-19,사모,72641,135167,62526
2025-06-19,은행,10,40259,40249
2025-06-19,기타금융,10302,9014,-1288
2025-06-19,연기금 등,5235257,4840249,-395008
2025-06-19,기관합계,7447526,6304267,-1143259
2025-06-19,기타법인,71247,33433,-37814
2025-06-19,개인,3260969,4880312,1619343
2025-06-19,외국인,6090953,5642001,-448952
2025-06-19,기타외국인,5583,16265,10682
2025-06-19,전체,16876278,16876278,0
2025-06-20,금융투자,690320,920806,230486
2025-06-20,보험,172339,69984,-102355
2025-06-20,투신,344601,166529,-178072
2025-06-20,사모,131721,198463,66742
2025-06-20,은행,21104,40144,19040
2025-06-20,기타금융,20236,6025,-14211
2025-06-20,연기금 등,4281184,4310636,29452
2025-06-20,기관합계,5661505,5712587,51082
2025-06-20,기타법인,102516,105265,2749
2025-06-20,개인,2659447,3443392,783945
2025-06-20,외국인,9638870,8801847,-837023
2025-06-20,기타외국인,9913,9160,-753
2025-06-20,전체,18072251,18072251,0
2025-06-23,금융투자,3150961,224612,-2926349
2025-06-23,보험,133220,30580,-102640
2025-06-23,투신,381451,52454,-328997
2025-06-23,사모,593429,39679,-553750
2025-06-23,은행,179,308,129
2025-06-23,기타금융,1068,13033,11965
2025-06-23,연기금 등,4809385,4469438,-339947
2025-06-23,기관합계,9069693,4830104,-4239589
2025-06-23,기타법인,151746,208140,56394
2025-06-23,개인,3051572,8576142,5524570
2025-06-23,외국인,4268571,2912010,-1356561
2025-06-23,기타외국인,10112,25298,15186
2025-06-23,전체,16551694,16551694,0
2025-06-24,금융투자,587421,2299226,1711805
2025-06-24,보험,451243,121692,-329551
2025-06-24,투신,444649,401987,-42662
2025-06-24,사모,126486,481623,355137
2025-06-24,은행,4342,5233,891
2025-06-24,기타금융,29567,41468,11901
2025-06-24,연기금 등,5746903,5897217,150314
2025-06-24,기관합계,7390611,9248446,1857835
2025-06-24,기타법인,113807,128775,14968
2025-06-24,개인,11678681,4374473,-7304208
2025-06-24,외국인,4514365,9979526,5465161
2025-06-24,기타외국인,40435,6679,-33756
2025-06-24,전체,23737899,23737899,0
2025-06-25,금융투자,1314075,805348,-508727
2025-06-25,보험,124124,161979,37855
2025-06-25,투신,770804,309599,-461205
2025-06-25,사모,351417,326955,-24462
2025-06-25,은행,8762,952,-7810
2025-06-25,기타금융,23726,15,-23711
2025-06-25,연기금 등,6101994,6282086,180092
2025-06-25,기관합계,8694902,7886934,-807968
2025-06-25,기타법인,76995,152194,75199
2025-06-25,개인,7392869,6160383,-1232486
2025-06-25,외국인,7743676,9715095,1971419
2025-06-25,기타외국인,25170,19006,-6164
2025-06-25,전체,23933612,23933612,0
2025-06-26,금융투자,1170248,618949,-551299
2025-06-26,보험,63916,168089,104173
2025-06-26,투신,429338,194452,-234886
2025-06-26,사모,548802,74712,-474090
2025-06-26,은행,12460,12712,252
2025-06-26,기타금융,777,5145,4368
2025-06-26,연기금 등,6570671,6379117,-191554
2025-06-26,기관합계,8796212,7453176,-1343036
2025-06-26,기타법인,147242,166576,19334
2025-06-26,개인,3513071,6507671,2994600
2025-06-26,외국인,6935849,5260333,-1675516
2025-06-26,기타외국인,9926,14544,4618
2025-06-26,전체,19402300,19402300,0
2025-06-27,금융투자,1081013,1940446,859433
2025-06-27,보험,55773,184708,128935
2025-06-27,투신,153959,240518,86559
2025-06-27,사모,82093,504571,422478
2025-06-27,은행,10015,134,-9881
2025-06-27,기타금융,2326,17508,15182
2025-06-27,연기금 등,3918576,4475617,557041
2025-06-27,기관합계,5303755,7363502,2059747
2025-06-27,기타법인,40650,113977,73327
2025-06-27,개인,7154471,4408061,-2746410
2025-06-27,외국인,4822309,5446179,623870
2025-06-27,기타외국인,19285,8751,-10534
2025-06-27,전체,17340470,17340470,0
2025-06-30,금융투자,485927,1744654,1258727
2025-06-30,보험,107700,72823,-34877
2025-06-30,투신,268506,128423,-140083
2025-06-30,사모,503346,124190,-379156
2025-06-30,은행,18,18453,18435
2025-06-30,기타금융,5766,845,-4921
2025-06-30,연기금 등,4498175,4590621,92446
2025-06-30,기관합계,5869438,6680009,810571
2025-06-30,기타법인,65288,101352,36064
2025-06-30,개인,2183805,6617828,4434023
2025-06-30,외국인,8988072,3683866,-5304206
2025-06-30,기타외국인,3691,27239,23548
2025-06-30,전체,17110294,17110294,0
2025-07-01,금융투자,804392,1905050,1100658
2025-07-01,보험,136368,162373,26005
2025-07-01,투신,234447,384828,150381
2025-07-01,사모,354826,231325,-123501
2025-07-01,은행,88,5168,5080
2025-07-01,기타금융,9774,4846,-4928
2025-07-01,연기금 등,3748907,3713958,-34949
2025-07-01,기관합계,5288802,6407548,1118746
2025-07-01,기타법인,41907,46462,4555
2025-07-01,개인,4661583,3403898,-1257685
2025-07-01,외국인,3652647,3790501,137854
2025-07-01,기타외국인,6052,2582,-3470
2025-07-01,전체,13650991,13650991,0
2025-07-02,금융투자,785610,1468342,682732
2025-07-02,보험,101207,109297,8090
2025-07-02,투신,204701,329900,125199
2025-07-02,사모,153558,143807,-9751
2025-07-02,은행,67,3006,2939
2025-07-02,기타금융,490,956,466
2025-07-02,연기금 등,3802854,3918257,115403
2025-07-02,기관합계,5048487,5973565,925078
2025-07-02,기타법인,110389,71750,-38639
2025-07-02,개인,4018871,3494293,-524578
2025-07-02,외국인,5867069,5499013,-368056
2025-07-02,기타외국인,3135,9330,6195
2025-07-02,전체,15047951,15047951,0
2025-07-03,금융투자,1077752,2825839,1748087
2025-07-03,보험,159899,205463,45564
2025-07-03,투신,225049,1036083,811034
2025-07-03,사모,50458,916176,865718
2025-07-03,은행,2090,21869,19779
2025-07-03,기타금융,33879,80793,46914
2025-07-03,연기금 등,5901603,6466329,564726
2025-07-03,기관합계,7450730,11552552,4101822
2025-07-03,기타법인,417535,847848,430313
2025-07-03,개인,20118782,6570018,-13548764
2025-07-03,외국인,4002309,13057668,9055359
2025-07-03,기타외국인,51283,12553,-38730
2025-07-03,전체,32040639,32040639,0
2025-07-04,금융투자,1846708,525434,-1321274
2025-07-04,보험,228236,138775,-89461
2025-07-04,투신,433618,454081,20463
2025-07-04,사모,160005,455287,295282
2025-07-04,은행,10442,7692,-2750
2025-07-04,기타금융,50019,17739,-32280
2025-07-04,연기금 등,5568279,5880414,312135
2025-07-04,기관합계,8297307,7479422,-817885
2025-07-04,기타법인,110384,357037,246653
2025-07-04,개인,6311742,7070467,758725
2025-07-04,외국인,9014189,8810298,-203891
2025-07-04,기타외국인,15337,31735,16398
2025-07-04,전체,23748959,23748959,0
2025-07-07,금융투자,836615,542207,-294408
2025-07-07,보험,73992,61713,-12279
2025-07-07,투신,524501,159731,-364770
2025-07-07,사모,387391,99295,-288096
2025-07-07,은행,8018,157,-7861
2025-07-07,기타금융,705,17626,16921
2025-07-07,연기금 등,5906922,5836695,-70227
2025-07-07,기관합계,7738144,6717424,-1020720
2025-07-07,기타법인,185618,51435,-134183
2025-07-07,개인,3251293,7221712,3970419
2025-07-07,외국인,5958933,3163973,-2794960
2025-07-07,기타외국인,30720,10164,-20556
2025-07-07,전체,17164708,17164708,0
2025-07-08,금융투자,723349,747836,24487
2025-07-08,보험,147029,107314,-39715
2025-07-08,투신,615042,130577,-484465
2025-07-08,사모,415301,130464,-284837
2025-07-08,은행,122,463,341
2025-07-08,기타금융,799,80029,79230
2025-07-08,연기금 등,6272007,6103418,-168589
2025-07-08,기관합계,8173649,7300101,-873548
2025-07-08,기타법인,568034,368106,-199928
2025-07-08,개인,4545625,7540568,2994943
2025-07-08,외국인,6913418,4989436,-1923982
2025-07-08,기타외국인,12998,15513,2515
2025-07-08,전체,20213724,20213724,0
2025-07-09,금융투자,1205618,247474,-958144
2025-07-09,보험,165507,48235,-117272
2025-07-09,투신,440440,61314,-379126
2025-07-09,사모,248822,43027,-205795
2025-07-09,은행,27033,394,-26639
2025-07-09,기타금융,3513,10025,6512
2025-07-09,연기금 등,4570907,4182496,-388411
2025-07-09,기관합계,6661840,4592965,-2068875
2025-07-09,기타법인,75042,1167586,1092544
2025-07-09,개인,3846447,8161611,4315164
2025-07-09,외국인,6943076,3588295,-3354781
2025-07-09,기타외국인,7010,22958,15948
2025-07-09,전체,17533415,17533415,0
2025-07-10,금융투자,2922914,1327376,-1595538
2025-07-10,보험,129676,47826,-81850
2025-07-10,투신,192486,56350,-136136
2025-07-10,사모,116718,127199,10481
2025-07-10,은행,1886,493,-1393
2025-07-10,기타금융,1190,11,-1179
2025-07-10,연기금 등,4197125,4253625,56500
2025-07-10,기관합계,7561995,5812880,-1749115
2025-07-10,기타법인,62528,1050830,988302
2025-07-10,개인,3121687,3239924,118237
2025-07-10,외국인,4017510,4654452,636942
2025-07-10,기타외국인,4753,10387,5634
2025-07-10,전체,14768473,14768473,0
2025-07-11,금융투자,892994,555838,-337156
2025-07-11,보험,118726,165213,46487
2025-07-11,투신,190907,347031,156124
2025-07-11,사모,57534,335928,278394
2025-07-11,은행,293,37755,37462
2025-07-11,기타금융,104440,540,-103900
2025-07-11,연기금 등,4151765,4140955,-10810
2025-07-11,기관합계,5516659,5583260,66601
2025-07-11,기타법인,125929,1120174,994245
2025-07-11,개인,9840702,3848174,-5992528
2025-07-11,외국인,3641992,8585011,4943019
2025-07-11,기타외국인,15368,4031,-11337
2025-07-11,전체,19140650,19140650,0
2025-07-14,금융투자,879503,467215,-412288
2025-07-14,보험,130035,97390,-32645
2025-07-14,투신,195540,206590,11050
2025-07-14,사모,76013,48870,-27143
2025-07-14,은행,185,32,-153
2025-07-14,기타금융,21217,23,-21194
2025-07-14,연기금 등,4184517,4516942,332425
2025-07-14,기관합계,5487010,5337062,-149948
2025-07-14,기타법인,39974,1079255,1039281
2025-07-14,개인,2978686,2780499,-198187
2025-07-14,외국인,5049299,4361354,-687945
2025-07-14,기타외국인,8877,5676,-3201
2025-07-14,전체,13563846,13563846,0
2025-07-15,금융투자,1663135,812516,-850619
2025-07-15,보험,63282,58602,-4680
2025-07-15,투신,110718,260169,149451
2025-07-15,사모,29467,160489,131022
2025-07-15,은행,1090,122,-968
2025-07-15,기타금융,8017,20,-7997
2025-07-15,연기금 등,5225816,5391798,165982
2025-07-15,기관합계,7101525,6683716,-417809
2025-07-15,기타법인,135431,1165105,1029674
2025-07-15,개인,6882967,2626367,-4256600
2025-07-15,외국인,4302852,7961538,3658686
2025-07-15,기타외국인,19427,5476,-13951
2025-07-15,전체,18442202,18442202,0
2025-07-16,금융투자,1751041,1054377,-696664
2025-07-16,보험,57408,58316,908
2025-07-16,투신,279463,192801,-86662
2025-07-16,사모,496864,150807,-346057
2025-07-16,은행,10,230,220
2025-07-16,기타금융,5282,1606,-3676
2025-07-16,연기금 등,5360096,5459057,98961
2025-07-16,기관합계,7950164,6917194,-1032970
2025-07-16,기타법인,178961,1141188,962227
2025-07-16,개인,9066373,3360657,-5705716
2025-07-16,외국인,5811019,11603933,5792914
2025-07-16,기타외국인,36143,19688,-16455
2025-07-16,전체,23042660,23042660,0
2025-07-17,금융투자,1639148,2096348,457200
2025-07-17,보험,78742,179147,100405
2025-07-17,투신,213807,838460,624653
2025-07-17,사모,197833,261796,63963
2025-07-17,은행,9854,123,-9731
2025-07-17,기타금융,20467,8286,-12181
2025-07-17,연기금 등,8236277,8884720,648443
2025-07-17,기관합계,10396128,12268880,1872752
2025-07-17,기타법인,292332,1521959,1229627
2025-07-17,개인,18895634,7834758,-11060876
2025-07-17,외국인,9809708,17743361,7933653
2025-07-17,기타외국인,54881,79725,24844
2025-07-17,전체,39448683,39448683,0
2025-07-18,금융투자,2306527,835741,-1470786
2025-07-18,보험,105808,79026,-26782
2025-07-18,투신,115288,267862,152574
2025-07-18,사모,41925,55465,13540
2025-07-18,은행,5142,705,-4437
2025-07-18,기타금융,1712,4361,2649
2025-07-18,연기금 등,4774670,4483772,-290898
2025-07-18,기관합계,7351072,5726932,-1624140
2025-07-18,기타법인,176674,1113671,936997
2025-07-18,개인,8933837,3704357,-5229480
2025-07-18,외국인,7469118,13396207,5927089
2025-07-18,기타외국인,20830,10364,-10466
2025-07-18,전체,23951531,23951531,0
2025-07-21,금융투자,1266391,572470,-693921
2025-07-21,보험,166194,60879,-105315
2025-07-21,투신,210305,303217,92912
